file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest$SemaphoreThread,"SemaphoreThread/4[org.apache.commons.lang3.concurrent.TimedSemaphore,java.util.concurrent.CountDownLatch,int,int]",true,63,1,4,4,0,1,0,6,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest$SemaphoreThread,run/0,false,76,1,1,0,1,4,4,13,0,1,0,4,0,0,1,0,1,0,0,1,1,0,3,0,0,0,26,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\function\FailableRunnableTest.java,org.apache.commons.lang3.function.FailableRunnableTest,testRun_executesBody/0,false,36,2,0,0,0,1,4,6,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,14,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\function\FailableRunnableTest.java,org.apache.commons.lang3.function.FailableRunnableTest,testRun_throwsException/0,false,44,2,0,0,0,1,2,9,0,3,0,2,0,0,0,0,0,0,1,0,3,0,1,0,0,1,12,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\reflect\TypeLiteral.java,org.apache.commons.lang3.reflect.TypeLiteral,TypeLiteral/0,true,91,3,4,0,4,1,8,4,0,0,0,8,0,0,0,0,0,0,2,0,2,0,0,0,0,0,13,4,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\reflect\TypeLiteral.java,org.apache.commons.lang3.reflect.TypeLiteral,equals/1[java.lang.Object],false,98,2,1,0,1,3,1,10,3,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,8,17,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\reflect\TypeLiteral.java,org.apache.commons.lang3.reflect.TypeLiteral,hashCode/0,false,115,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\reflect\TypeLiteral.java,org.apache.commons.lang3.reflect.TypeLiteral,getType/0,false,110,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\reflect\TypeLiteral.java,org.apache.commons.lang3.reflect.TypeLiteral,toString/0,false,120,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\time\FastDateParser.java,org.apache.commons.lang3.time.FastDateParser$CaseInsensitiveTextStrategy,toString/0,false,140,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,13,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\time\FastDateParser.java,org.apache.commons.lang3.time.FastDateParser$CaseInsensitiveTextStrategy,"CaseInsensitiveTextStrategy/3[int,java.util.Calendar,java.util.Locale]",true,105,3,4,1,3,1,6,10,0,1,3,6,0,0,0,0,0,0,2,1,4,1,0,0,0,0,27,0,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\time\FastDateParser.java,org.apache.commons.lang3.time.FastDateParser$CaseInsensitiveTextStrategy,"setCalendar/3[org.apache.commons.lang3.time.FastDateParser,java.util.Calendar,java.lang.String]",false,121,1,0,0,0,4,4,10,0,2,3,4,0,0,0,2,0,0,0,1,3,1,1,0,0,0,13,0,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\function\FailableIntBinaryOperatorTest.java,org.apache.commons.lang3.function.FailableIntBinaryOperatorTest,testApplyAsInt_throwsException/0,false,40,2,0,0,0,1,3,9,0,5,0,3,0,0,0,0,0,0,1,2,3,0,1,0,0,2,14,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\function\FailableIntBinaryOperatorTest.java,org.apache.commons.lang3.function.FailableIntBinaryOperatorTest,testApplyAsInt_returnsResult/0,false,34,2,0,0,0,1,2,4,0,3,0,2,0,0,0,0,0,0,0,3,1,1,0,0,0,1,14,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\function\FailableBiConsumer.java,org.apache.commons.lang3.function.FailableBiConsumer,"andThen/1[org.apache.commons.lang3.function.FailableBiConsumer<? super T,? super U,E>]",false,67,4,2,0,2,1,3,8,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,65536,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\function\FailableBiConsumer.java,org.apache.commons.lang3.function.FailableBiConsumer,nop/0,false,47,4,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,8,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\function\FailableBiConsumer.java,org.apache.commons.lang3.function.FailableBiConsumer,"accept/2[T,U]",false,51,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\time\FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter$Rule,"appendTo/2[java.lang.Appendable,java.util.Calendar]",false,312,0,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\time\FastDatePrinter.java,org.apache.commons.lang3.time.FastDatePrinter$Rule,estimateLength/0,false,321,0,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ClassUtilsGetShortClassNameTest.java,org.apache.commons.lang3.ClassUtilsGetShortClassNameTest,compileOuterWithInner/1[java.nio.file.Path],false,77,0,1,1,0,2,9,10,1,3,1,9,0,0,0,1,0,0,5,1,3,0,0,0,0,0,44,10,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ClassUtilsGetShortClassNameTest.java,org.apache.commons.lang3.ClassUtilsGetShortClassNameTest,testGetShortClassNameReturnsNonNullForStandardClasses/0,false,149,2,1,0,1,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ClassUtilsGetShortClassNameTest.java,org.apache.commons.lang3.ClassUtilsGetShortClassNameTest,innerOnlyLoader/1[java.nio.file.Path],false,92,0,1,1,0,1,4,4,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,10,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ClassUtilsGetShortClassNameTest.java,org.apache.commons.lang3.ClassUtilsGetShortClassNameTest,testGetShortClassNameDoesNotThrowOnNormalClasses/0,false,116,3,1,0,1,1,2,5,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,1,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ClassUtilsGetShortClassNameTest.java,org.apache.commons.lang3.ClassUtilsGetShortClassNameTest,testAnonymousAndLocalClassesUseSeparatePath/0,false,102,2,2,0,2,1,5,10,0,2,0,5,0,0,0,0,0,0,2,0,2,1,0,1,0,0,45,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ClassUtilsGetShortClassNameTest.java,org.apache.commons.lang3.ClassUtilsGetShortClassNameTest,testGetShortClassNameOnInnerClassWithMissingOuter/1[java.nio.file.Path],false,123,4,3,0,3,1,12,17,0,6,1,12,2,1,0,0,1,0,13,0,6,0,1,0,0,0,32,1,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$NotBlank$WithMessage,shouldReturnNonBlankValue/0,false,960,1,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$NotBlank$WithMessage,shouldThrowIllegalArgumentExceptionWithGivenMessageForBlankString/0,false,965,2,1,0,1,1,4,4,0,1,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,1,14,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$NotBlank$WithMessage,shouldThrowNullPointerExceptionWithGivenMessageForNullString/0,false,983,2,1,0,1,1,4,4,0,1,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,1,13,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$NotBlank$WithMessage,shouldThrowIllegalArgumentExceptionWithGivenMessageForEmptyString/0,false,971,2,1,0,1,1,4,4,0,1,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,1,14,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$NotBlank$WithMessage,shouldThrowIllegalArgumentExceptionWithGivenMessageForStringContainingOnlyWhitespaceChars/0,false,977,2,1,0,1,1,4,4,0,1,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,1,17,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$NotBlank$WithMessage,shouldNotThrowExceptionForNonEmptyStringContainingSpaces/0,false,950,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$NotBlank$WithMessage,shouldNotThrowExceptionForNonEmptyString/0,false,945,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\ValidateTest.java,org.apache.commons.lang3.ValidateTest$NotBlank$WithMessage,shouldNotThrowExceptionForNonEmptyStringContainingWhitespaceChars/0,false,955,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,toHashCode/0,false,981,0,35,35,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[short[]],false,881,2,3,2,1,3,1,11,1,0,1,1,1,1,1,1,0,0,0,0,1,1,2,0,0,0,15,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[java.lang.Object],false,820,2,22,17,5,4,6,27,1,0,1,6,4,14,0,1,2,0,0,0,3,4,2,0,0,0,21,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,"reflectionHashCode/2[java.lang.Object,java.util.Collection<java.lang.String>]",false,474,2,2,0,2,1,2,3,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,79,9,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,"HashCodeBuilder/2[int,int]",true,583,2,37,34,3,1,3,3,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[byte],false,637,1,2,2,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,13,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,appendArray/1[java.lang.Object],false,898,9,10,1,9,9,9,29,0,0,1,9,9,15,0,0,0,0,0,0,0,0,1,0,0,0,13,2,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[java.lang.Object[]],false,851,1,4,3,1,3,1,11,1,0,1,1,1,15,1,1,0,0,0,0,1,1,2,0,0,0,17,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,equals/1[java.lang.Object],false,953,1,0,0,0,4,0,10,3,1,1,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,14,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,getRegistry/0,false,203,1,4,4,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[long],false,790,1,3,3,0,1,0,4,1,0,1,0,0,0,0,0,0,1,0,1,1,3,0,0,0,0,13,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,"reflectionHashCode/4[int,int,java.lang.Object,boolean]",false,341,1,1,0,1,1,1,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,9,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[char[]],false,679,2,3,2,1,3,1,11,1,0,1,1,1,1,1,1,0,0,0,0,1,1,2,0,0,0,15,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,unregister/1[java.lang.Object],false,536,2,4,2,2,2,4,7,0,1,1,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,22,10,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[boolean[]],false,619,2,3,2,1,3,1,11,1,0,1,1,1,1,1,1,0,0,0,0,1,1,2,0,0,0,15,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,"reflectionAppend/6[java.lang.Object,java.lang.Class<?>,org.apache.commons.lang3.builder.HashCodeBuilder,boolean,java.lang.String[],boolean]",false,236,6,9,1,8,10,16,19,1,1,6,16,4,15,1,0,1,1,1,0,1,0,4,0,0,0,46,10,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,"reflectionHashCode/3[int,int,java.lang.Object]",false,297,1,1,0,1,1,1,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,9,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[short],false,869,1,2,2,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,13,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,hashCode/0,false,972,1,2,1,1,1,1,3,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,isRegistered/1[java.lang.Object],false,215,2,4,2,2,2,2,4,1,1,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,28,8,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,"reflectionHashCode/6[int,int,T,boolean,java.lang.Class<? super T>,java.lang.String[]]",false,393,2,3,0,3,3,5,11,1,2,6,5,2,16,1,2,0,0,1,0,3,0,1,0,0,0,124,9,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,HashCodeBuilder/1[org.apache.commons.lang3.builder.HashCodeBuilder.Builder],true,561,2,2,1,1,3,1,7,0,0,1,1,0,0,0,2,0,0,2,4,2,2,0,0,0,0,10,2,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[boolean],false,607,1,2,2,0,2,0,4,1,0,1,0,0,0,0,0,0,1,0,2,1,2,0,0,0,0,35,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[double],false,697,1,3,2,1,1,2,3,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[double[]],false,708,2,3,2,1,3,1,11,1,0,1,1,1,2,1,1,0,0,0,0,1,1,2,0,0,0,15,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,HashCodeBuilder/0,true,557,2,4,1,3,1,3,3,0,0,0,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,16,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[float],false,726,1,2,2,0,1,1,4,1,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,13,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[int],false,756,1,3,3,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,14,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[int[]],false,768,2,3,2,1,3,1,11,1,0,1,1,1,1,1,1,0,0,0,0,1,1,2,0,0,0,16,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,"reflectionHashCode/2[java.lang.Object,boolean]",false,437,1,6,5,1,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,9,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,"reflectionHashCode/2[java.lang.Object,java.lang.String[]]",false,510,1,8,7,1,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,9,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,register/1[java.lang.Object],false,521,2,4,2,2,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[char],false,667,1,4,4,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,13,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[byte[]],false,649,2,3,2,1,3,1,11,1,0,1,1,1,1,1,1,0,0,0,0,1,1,2,0,0,0,15,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[long[]],false,802,2,3,2,1,3,1,11,1,0,1,1,1,1,1,1,0,0,0,0,1,1,2,0,0,0,15,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,build/0,false,943,1,2,1,1,1,2,3,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,append/1[float[]],false,738,2,3,2,1,3,1,11,1,0,1,1,1,1,1,1,0,0,0,0,1,1,2,0,0,0,15,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,appendSuper/1[int],false,931,1,1,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,14,1,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\main\java\org\apache\commons\lang3\builder\HashCodeBuilder.java,org.apache.commons.lang3.builder.HashCodeBuilder,builder/0,false,177,1,3,2,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,true
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\builder\EqualsBuilderReflectJreImplementationTest.java,org.apache.commons.lang3.builder.EqualsBuilderReflectJreImplementationTest,testRetention/0,false,304,4,4,0,4,2,10,6,0,2,0,10,1,1,1,0,0,0,1,2,2,0,1,0,0,0,11,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\builder\EqualsBuilderReflectJreImplementationTest.java,org.apache.commons.lang3.builder.EqualsBuilderReflectJreImplementationTest,newRecursive/0,false,262,1,4,2,2,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\builder\EqualsBuilderReflectJreImplementationTest.java,org.apache.commons.lang3.builder.EqualsBuilderReflectJreImplementationTest,testRecursive/0,false,267,9,9,0,9,1,6,28,0,12,0,6,1,1,0,0,0,0,22,0,17,0,0,0,0,0,29,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\CharSequenceUtilsTest.java,org.apache.commons.lang3.CharSequenceUtilsTest$TestData,toString/0,false,95,0,0,0,0,3,5,14,1,1,0,5,0,0,0,1,0,0,8,0,1,0,1,0,0,0,16,1,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\CharSequenceUtilsTest.java,org.apache.commons.lang3.CharSequenceUtilsTest$TestData,"TestData/7[java.lang.String,boolean,int,java.lang.String,int,int,java.lang.Class<? extends java.lang.Throwable>]",true,83,0,0,0,0,1,0,10,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\CharSequenceUtilsTest.java,org.apache.commons.lang3.CharSequenceUtilsTest$TestData,"TestData/7[java.lang.String,boolean,int,java.lang.String,int,int,boolean]",true,71,0,0,0,0,1,0,10,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,false
C:\Users\largu\Documents\Vietnam\dataset\projects\commons-lang\src\test\java\org\apache\commons\lang3\reflect\MethodUtilsAnnotationsTest.java,org.apache.commons.lang3.reflect.MethodUtilsAnnotationsTest$Processor,process/1[java.lang.Number],false,38,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,false
