App,Tag,FilePath,RelativeFilePath,FileName,ClassName,TotalImports,TotalMethods,TotalMethodStatements,TotalTestMethods,AnnotationCount,TestsWithoutAnnotationCount,HasTestInFileName,HasTestInClassName,junitFrameworkTest,junitFrameworkTestCase,orgJunitTest,androidTestAndroidTestCase,androidTestInstrumentationTestCase,orgJunitAssert,androidTestActivityInstrumentationTestCase2,HasTechnicalDebtComment
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\fetch\subselect\SubselectFetchWithFormulaTransactSqlTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/fetch/subselect/SubselectFetchWithFormulaTransactSqlTest.java,SubselectFetchWithFormulaTransactSqlTest.java,SubselectFetchWithFormulaTransactSqlTest,13,3,3,1,1,0,true,true,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\fetch\subselect\SubselectOneToManyTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/fetch/subselect/SubselectOneToManyTest.java,SubselectOneToManyTest.java,Child,25,12,16,2,2,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\formula\FormulaBasicsTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/formula/FormulaBasicsTest.java,FormulaBasicsTest.java,Account,14,14,14,4,4,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\formula\FormulaFromHbmTests.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/formula/FormulaFromHbmTests.java,FormulaFromHbmTests.java,FormulaFromHbmTests,20,2,2,2,2,0,true,true,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\formula\FormulaNativeQueryTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/formula/FormulaNativeQueryTest.java,FormulaNativeQueryTest.java,Foo,21,16,16,6,6,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\formula\FormulaTests.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/formula/FormulaTests.java,FormulaTests.java,Account,26,15,15,3,3,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\formula\FormulaWithAliasTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/formula/FormulaWithAliasTest.java,FormulaWithAliasTest.java,Customer,18,11,11,1,1,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\formula\FormulaWithPartitionByTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/formula/FormulaWithPartitionByTest.java,FormulaWithPartitionByTest.java,DisplayItem,17,11,11,1,1,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\formula\SchemaSubstitutionTests.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/formula/SchemaSubstitutionTests.java,SchemaSubstitutionTests.java,Thing,18,3,6,2,2,0,true,false,false,false,false,false,false,false,false,false
Vietnam,dataset,C:\Users\largu\Documents\Vietnam\dataset\projects\hibernate-orm\hibernate-core\src\test\java\org\hibernate\orm\test\mapping\generated\AbstractGeneratedPropertyTest.java,projects/hibernate-orm/hibernate-core/src/test/java/org/hibernate/orm/test/mapping/generated/AbstractGeneratedPropertyTest.java,AbstractGeneratedPropertyTest.java,AbstractGeneratedPropertyTest,7,1,1,1,1,0,true,true,false,false,false,false,false,false,false,false
