file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,key,GodClass,TooManyFields,TooManyMethods,CyclomaticComplexity,CouplingBetweenObjects,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,project,ExcessiveParameterList
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\agroal\deployment\src\main\java\io\quarkus\agroal\deployment\AgroalDataSourceBuildUtil.java,io.quarkus.agroal.deployment.AgroalDataSourceBuildUtil,class,3,4,1,3,5,1,0,4,3,0.0,0.0,0.0,3,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,1,0,0,0,11,17,0,io/quarkus/agroal/deployment/agroaldatasourcebuildutil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\reactive-routes\runtime\src\main\java\io\quarkus\vertx\web\runtime\VertxWebRecorder.java,io.quarkus.vertx.web.runtime.VertxWebRecorder,class,15,16,1,15,10,1,0,12,13,0.75,0.0,0.0,6,0,6,0,0,0,6,0,0,0,2,0,0,0,0,2,2,0,4,117,6,0,2,1,0,2,0,6,1,5,2,2,0,0,48,1,0,io/quarkus/vertx/web/runtime/vertxwebrecorder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\pkg\builditem\BuildSystemTargetBuildItem.java,io.quarkus.deployment.pkg.builditem.BuildSystemTargetBuildItem,class,1,8,7,1,6,2,0,0,5,0.6666667,0.0,0.0,6,0,6,0,0,0,6,0,0,0,5,0,0,5,0,0,5,0,0,29,5,0,0,0,0,0,0,5,0,5,0,0,0,0,28,17,0,io/quarkus/deployment/pkg/builditem/buildsystemtargetbuilditem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\core\runtime\src\main\java\io\quarkus\runtime\graal\LoggingSubstitutions.java,io.quarkus.runtime.graal.Target_org_jboss_logmanager_LogManager,class,3,3,0,3,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,io/quarkus/runtime/graal/loggingsubstitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\oidc-common\runtime\src\main\java\io\quarkus\oidc\common\OidcRequestContextProperties.java,io.quarkus.oidc.common.OidcRequestContextProperties,class,2,12,10,2,7,1,0,6,9,0.90476185,0.0,0.0,7,0,7,0,0,0,7,0,0,0,6,5,5,1,0,0,1,0,2,31,5,0,0,0,0,6,0,7,0,7,0,0,0,0,46,1,0,io/quarkus/oidc/common/oidcrequestcontextproperties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\builditem\SslNativeConfigBuildItem.java,io.quarkus.deployment.builditem.SslNativeConfigBuildItem,class,1,1,0,1,4,3,0,2,0,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,15,3,0,0,0,0,0,0,1,0,1,0,0,0,0,29,17,0,io/quarkus/deployment/builditem/sslnativeconfigbuilditem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\qute\runtime\src\main\java\io\quarkus\qute\runtime\QuteRecorder.java,io.quarkus.qute.runtime.QuteRecorder$Anonymous1,anonymous,2,2,0,2,1,1,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,-1,0,io/quarkus/qute/runtime/quterecorder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\independent-projects\arc\processor\src\main\java\io\quarkus\arc\processor\InterceptorConfigurator.java,io.quarkus.arc.processor.InterceptorConfigurator,class,10,13,3,10,7,2,0,8,0,0.5833334,0.0,0.0,6,0,5,0,0,1,6,0,0,0,6,0,0,1,0,5,4,0,5,34,4,0,1,0,0,0,2,7,0,6,0,0,0,0,47,17,0,io/quarkus/arc/processor/interceptorconfigurator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\micrometer\deployment\src\main\java\io\quarkus\micrometer\deployment\binder\RedisBinderProcessor.java,io.quarkus.micrometer.deployment.binder.RedisBinderProcessor$RedisMetricsSupportEnabled,innerclass,2,2,0,2,2,1,0,3,0,0.0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,25,8,0,io/quarkus/micrometer/deployment/binder/redisbinderprocessor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\hibernate-orm\runtime\src\main\java\io\quarkus\hibernate\orm\runtime\PersistenceUnitsHolder.java,io.quarkus.hibernate.orm.runtime.PersistenceUnitsHolder,class,9,15,6,9,14,1,0,15,16,0.6666667,0.0,0.0,9,9,5,3,0,1,6,0,0,0,2,2,0,2,0,0,1,0,10,61,8,1,3,0,1,5,0,10,1,10,2,0,1,0,103,17,0,io/quarkus/hibernate/orm/runtime/persistenceunitsholder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\hibernate-orm\runtime\src\main\java\io\quarkus\hibernate\orm\runtime\JPAConfig.java,io.quarkus.hibernate.orm.runtime.JPAConfig,class,10,17,7,10,25,1,0,40,0,0.7,0.0,0.0,8,0,6,0,0,2,8,0,0,0,5,2,1,4,0,0,5,0,3,135,5,5,3,2,0,11,2,14,2,13,3,1,1,1,105,1,3,io/quarkus/hibernate/orm/runtime/jpaconfig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\devservices\deployment\src\main\java\io\quarkus\devservices\deployment\DevServicesProcessor.java,io.quarkus.devservices.deployment.DevServicesProcessor$Anonymous1,anonymous,0,0,0,0,2,1,0,4,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,1,0,0,0,0,1,0,0,0,8,-1,0,io/quarkus/devservices/deployment/devservicesprocessor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\redis-client\runtime\src\main\java\io\quarkus\redis\datasource\keys\ReactiveKeyCommands.java,io.quarkus.redis.datasource.keys.ReactiveKeyCommands,interface,8,12,4,8,37,1,0,0,666,0.0,0.0,0.0,37,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1,0,io/quarkus/redis/datasource/keys/reactivekeycommands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\integration-tests\oidc-wiremock\src\main\java\io\quarkus\it\keycloak\StartupResource.java,io.quarkus.it.keycloak.StartupResource,class,4,4,0,4,2,1,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,1,0,1,0,1,0,0,0,0,9,1,0,io/quarkus/it/keycloak/startupresource,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\IsolatedDevModeMain.java,io.quarkus.deployment.dev.IsolatedDevModeMain$AddApplicationClassPredicateBuildStep,innerclass,4,4,0,4,1,1,0,3,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,10,0,io/quarkus/deployment/dev/isolateddevmodemain,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\test-framework\security\src\main\java\io\quarkus\test\security\AbstractTestHttpAuthenticationMechanism.java,io.quarkus.test.security.AbstractTestHttpAuthenticationMechanism$Anonymous1,anonymous,2,2,0,2,1,1,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,io/quarkus/test/security/abstracttesthttpauthenticationmechanism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\funqy\funqy-amazon-lambda\runtime\src\main\java\io\quarkus\funqy\lambda\config\DynamoDb.java,io.quarkus.funqy.lambda.config.DynamoDb,interface,2,5,3,2,1,1,0,0,0,0.0,,,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,1,0,io/quarkus/funqy/lambda/config/dynamodb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\independent-projects\bootstrap\maven-resolver\src\main\java\io\quarkus\bootstrap\resolver\maven\ModelResolutionTaskRunnerFactory.java,io.quarkus.bootstrap.resolver.maven.ModelResolutionTaskRunnerFactory,class,6,10,4,6,7,1,0,6,13,0.6666667,0.0,0.0,6,6,6,0,0,0,6,0,0,0,1,1,0,1,0,0,1,0,6,21,6,0,0,0,0,1,0,1,0,1,0,0,0,0,78,1,0,io/quarkus/bootstrap/resolver/maven/modelresolutiontaskrunnerfactory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\devui\deployment-spi\src\main\java\io\quarkus\devui\spi\page\FooterPageBuildItem.java,io.quarkus.devui.spi.page.FooterPageBuildItem,class,2,2,0,2,3,3,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,io/quarkus/devui/spi/page/footerpagebuilditem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\independent-projects\arc\processor\src\main\java\io\quarkus\arc\processor\BuildExtension.java,io.quarkus.arc.processor.BuildExtension$SimpleKey,innerclass,3,3,0,3,3,1,0,0,0,0.0,0.0,0.0,3,1,2,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,0,12,2,0,0,0,0,0,0,1,1,1,0,0,0,0,21,9,0,io/quarkus/arc/processor/buildextension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\independent-projects\arc\processor\src\main\java\io\quarkus\arc\processor\bcextensions\WildcardTypeImpl.java,io.quarkus.arc.processor.bcextensions.WildcardTypeImpl,class,6,7,1,6,6,3,0,3,0,0.0,0.0,0.0,3,0,2,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,2,19,4,0,1,0,0,0,0,1,0,1,1,0,0,0,12,0,0,io/quarkus/arc/processor/bcextensions/wildcardtypeimpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\independent-projects\resteasy-reactive\server\runtime\src\main\java\org\jboss\resteasy\reactive\server\util\ScoreSystem.java,org.jboss.resteasy.reactive.server.util.ScoreSystem$Anonymous1,anonymous,10,10,0,10,12,1,0,19,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,1,0,4,50,2,3,4,0,3,0,12,21,4,11,2,0,0,0,34,-1,0,org/jboss/resteasy/reactive/server/util/scoresystem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\independent-projects\arc\runtime\src\main\java\io\quarkus\arc\impl\DelegateInjectionPointAssignabilityRules.java,io.quarkus.arc.impl.DelegateInjectionPointAssignabilityRules,class,4,6,2,4,21,2,0,13,13,0.6666667,0.0,0.0,6,1,1,1,4,0,5,0,0,0,1,1,0,1,0,0,1,0,9,49,13,1,0,0,0,0,1,4,0,4,2,0,0,0,64,16,0,io/quarkus/arc/impl/delegateinjectionpointassignabilityrules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\independent-projects\resteasy-reactive\server\runtime\src\main\java\org\jboss\resteasy\reactive\server\filters\FilterUtil.java,org.jboss.resteasy.reactive.server.filters.FilterUtil$ResumeThrowableConsumer,innerclass,1,1,0,1,2,1,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,10,0,org/jboss/resteasy/reactive/server/filters/filterutil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\oidc-client\runtime\src\main\java\io\quarkus\oidc\client\runtime\DeferredOidcClient.java,io.quarkus.oidc.client.runtime.DeferredOidcClient,class,7,9,2,7,12,1,0,12,33,0.78,0.0,0.0,10,0,7,1,0,2,9,0,0,0,5,1,0,5,0,0,4,0,0,53,10,0,2,0,0,1,0,6,0,11,1,0,0,6,55,16,0,io/quarkus/oidc/client/runtime/deferredoidcclient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\integration-tests\maven\src\test\resources-filtered\projects\extension-removed-resources\supersonic-provider\src\main\java\org\acme\SupersonicProvider.java,org.acme.SupersonicProvider,class,1,1,0,1,1,1,0,0,0,0.0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,org/acme/supersonicprovider,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\builditem\ApplicationArchivesBuildItem.java,io.quarkus.deployment.builditem.ApplicationArchivesBuildItem,class,4,7,3,4,11,3,0,8,6,0.5833333,0.0,0.0,8,0,8,0,0,0,8,0,0,0,3,0,0,3,0,0,3,0,2,42,9,1,2,0,0,2,1,4,1,4,2,0,0,0,46,17,0,io/quarkus/deployment/builditem/applicationarchivesbuilditem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\integration-tests\grpc-hibernate-reactive\src\main\java\com\example\reactive\Item.java,com.example.reactive.Item,class,2,3,1,2,0,2,0,0,0,,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,com/example/reactive/item,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\resteasy-reactive\rest-client\runtime\src\main\java\io\quarkus\rest\client\reactive\runtime\ResteasyReactiveResponseRedirectHandler.java,io.quarkus.rest.client.reactive.runtime.ResteasyReactiveResponseRedirectHandler,interface,3,3,0,3,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,19,1,0,io/quarkus/rest/client/reactive/runtime/resteasyreactiveresponseredirecthandler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\resteasy-reactive\rest-common\spi-deployment\src\main\java\io\quarkus\resteasy\reactive\spi\CustomContainerRequestFilterBuildItem.java,io.quarkus.resteasy.reactive.spi.CustomContainerRequestFilterBuildItem,class,1,1,0,1,2,2,0,0,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,20,17,0,io/quarkus/resteasy/reactive/spi/customcontainerrequestfilterbuilditem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\integration-tests\hibernate-reactive-panache\src\main\java\io\quarkus\it\panache\reactive\Bug7721OtherEntity.java,io.quarkus.it.panache.reactive.Bug7721OtherEntity,class,2,3,1,2,1,2,0,1,0,0.0,,,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1,0,io/quarkus/it/panache/reactive/bug7721otherentity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\builditem\LiveReloadBuildItem.java,io.quarkus.deployment.builditem.LiveReloadBuildItem,class,3,6,3,3,7,3,0,3,0,0.53571427,0.0,0.0,7,0,7,0,0,0,7,0,0,0,4,0,0,4,0,0,4,0,1,33,4,0,0,0,0,0,0,8,0,4,0,0,0,0,97,17,0,io/quarkus/deployment/builditem/livereloadbuilditem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\devservices\keycloak\src\main\java\io\quarkus\devservices\keycloak\KeycloakDevServicesUtils.java,io.quarkus.devservices.keycloak.KeycloakDevServicesUtils,class,11,13,2,11,12,1,0,30,15,0.8333333,0.0,0.0,6,5,0,4,0,2,2,0,0,0,2,2,0,2,0,0,2,0,5,58,5,1,4,1,0,7,6,8,1,8,2,0,0,0,50,16,0,io/quarkus/devservices/keycloak/keycloakdevservicesutils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\integration-tests\gradle\src\main\resources\declared-deps-minimal\producer-maven\lib-e\src\main\java\org\acme\deps\LibE.java,org.acme.deps.LibE,class,0,0,0,0,2,1,0,0,1,0.0,,,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,17,0,org/acme/deps/libe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\integration-tests\gradle\src\main\resources\declared-deps-minimal\producer-maven\lib-c\src\main\java\org\acme\deps\LibC.java,org.acme.deps.LibC,class,0,0,0,0,2,1,0,0,1,0.0,,,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,17,0,org/acme/deps/libc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\integration-tests\gradle\src\main\resources\declared-deps-minimal\producer-maven\lib-d\src\main\java\org\acme\deps\LibD.java,org.acme.deps.LibD,class,0,0,0,0,2,1,0,0,1,0.0,,,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,17,0,org/acme/deps/libd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\integration-tests\gradle\src\main\resources\declared-deps-minimal\producer-maven\lib-a\src\main\java\org\acme\deps\LibA.java,org.acme.deps.LibA,class,0,0,0,0,2,1,0,0,1,0.0,,,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,17,0,org/acme/deps/liba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\integration-tests\main\src\test\java\io\quarkus\it\main\WebsocketTestCase.java,io.quarkus.it.main.WebsocketTestCase,class,5,6,1,5,6,1,1,16,8,0.75,0.0,0.0,5,0,5,0,0,0,5,0,0,0,4,0,0,0,0,4,0,0,0,94,0,1,0,4,0,12,4,9,0,13,2,4,0,0,58,1,0,io/quarkus/it/main/websockettestcase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\jbang\JBangAugmentorImpl.java,io.quarkus.deployment.jbang.JBangAugmentorImpl,class,20,21,1,20,19,1,0,75,0,0.0,,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,5,94,0,7,3,2,1,17,0,12,3,13,5,1,0,1,59,1,1,io/quarkus/deployment/jbang/jbangaugmentorimpl,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\integration-tests\gradle\src\main\resources\declared-deps-minimal\producer-maven\lib-b\src\main\java\org\acme\deps\LibB.java,org.acme.deps.LibB,class,0,0,0,0,2,1,0,0,1,0.0,,,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,17,0,org/acme/deps/libb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\integration-tests\virtual-threads\rest-client-reactive-virtual-threads\src\main\java\io\quarkus\virtual\rest\RestClientResource.java,io.quarkus.virtual.rest.RestClientResource,class,8,8,0,8,2,1,0,2,0,0.0,,,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,9,1,0,1,0,0,1,0,0,0,2,0,0,0,0,11,1,0,io/quarkus/virtual/rest/restclientresource,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\quartz\runtime\src\main\java\io\quarkus\quartz\runtime\jdbc\DBDelegateUtils.java,io.quarkus.quartz.runtime.jdbc.DBDelegateUtils,class,1,6,5,1,3,1,0,3,0,0.0,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,2,1,0,0,1,1,0,1,1,0,0,0,41,0,0,io/quarkus/quartz/runtime/jdbc/dbdelegateutils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\smallrye-stork\runtime\src\main\java\io\quarkus\stork\SmallRyeStorkRegistrationRecorder.java,io.quarkus.stork.SmallRyeStorkRegistrationRecorder,class,11,14,3,11,10,1,0,32,2,0.5,0.0,0.0,4,0,3,1,0,0,3,0,0,0,2,1,0,2,0,0,2,0,4,51,0,2,0,0,0,3,1,13,1,15,3,1,0,2,40,1,1,io/quarkus/stork/smallryestorkregistrationrecorder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
C:\Users\largu\Documents\Vietnam\dataset\projects\quarkus\extensions\undertow\spi\src\main\java\io\quarkus\undertow\deployment\UndertowBuildItem.java,io.quarkus.undertow.deployment.UndertowBuildItem,class,3,3,0,3,2,2,0,0,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6,17,0,io/quarkus/undertow/deployment/undertowbuilditem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quarkus,0.0
