"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\main\java\io\quarkus\builder\BuildChainBuilder.java","3","1","A value of 36 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\main\java\io\quarkus\builder\BuildChainBuilder.java","3","33","Possible God Class (WMC=99, ATFD=58, TCC=3.202%)","Design","GodClass"
"3","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\main\java\io\quarkus\builder\BuildChainBuilder.java","3","33","The class 'BuildChainBuilder' has a total cyclomatic complexity of 99 (highest 14).","Design","CyclomaticComplexity"
"4","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\main\java\io\quarkus\builder\BuildChainBuilder.java","3","33","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"5","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\main\java\io\quarkus\builder\BuildChainBuilder.java","3","208","The method 'extractProducers()' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"6","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\main\java\io\quarkus\builder\BuildChainBuilder.java","3","415","The method 'buildOne(BuildStepBuilder, Set<BuildStepBuilder>, Map<BuildStepBuilder, StepInfo>, Map<BuildStepBuilder, Set<BuildStepBuilder>>, Map<BuildStepBuilder, Set<Produce>>, Set<StepInfo>, Set<StepInfo>, int[], Map<ItemId, int[]>)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"1","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\main\java\io\quarkus\builder\BuildContext.java","3","26","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\main\java\io\quarkus\builder\BuildMetrics.java","3","1","A value of 21 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\main\java\io\quarkus\builder\BuildMetrics.java","3","112","The method 'dumpTo(Path)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\main\java\io\quarkus\builder\BuildStepBuilder.java","3","16","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\main\java\io\quarkus\builder\Execution.java","3","100","The method 'run()' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"1","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\main\java\io\quarkus\builder\Json.java","3","168","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\main\java\io\quarkus\builder\Json.java","3","282","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\main\java\io\quarkus\builder\JsonReader.java","3","24","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\main\java\io\quarkus\builder\JsonReader.java","3","65","The method 'readValue()' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"3","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\main\java\io\quarkus\builder\JsonReader.java","3","193","The method 'readString()' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"1","io.quarkus.builder","..\dataset\projects\quarkus\core\builder\src\test\java\io\quarkus\builder\BasicTests.java","3","17","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\BooleanSupplierFactoryBuildItem.java","3","34","The method 'computeValue(Class<?>)' has a cyclomatic complexity of 35.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\CodeGenerator.java","3","1","A value of 30 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\CodeGenerator.java","3","47","Possible God Class (WMC=48, ATFD=43, TCC=1.818%)","Design","GodClass"
"3","io.quarkus.deployment","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\CodeGenerator.java","3","223","The method 'dumpCurrentConfigValues(ApplicationModel, String, Properties, QuarkusClassLoader, Properties, Path)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"4","io.quarkus.deployment","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\CodeGenerator.java","3","295","The method 'readConfig(ApplicationModel, LaunchMode, Properties, QuarkusClassLoader, Function<BuildTimeConfigurationReader, T>)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\ExtensionLoader.java","3","1","A value of 56 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\ExtensionLoader.java","3","113","Possible God Class (WMC=164, ATFD=122, TCC=0.000%)","Design","GodClass"
"3","io.quarkus.deployment","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\ExtensionLoader.java","3","113","The class 'ExtensionLoader' has a total cyclomatic complexity of 164 (highest 135).","Design","CyclomaticComplexity"
"4","io.quarkus.deployment","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\ExtensionLoader.java","3","258","The method 'loadStepsFromClass(Class<?>, Map<Class<?>, Object>, BooleanSupplierFactoryBuildItem)' has a cyclomatic complexity of 135.","Design","CyclomaticComplexity"
"5","io.quarkus.deployment","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\ExtensionLoader.java","3","753","The method 'execute(BuildContext)' has a cyclomatic complexity of 22.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\QuarkusAugmentor.java","3","1","A value of 25 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\QuarkusAugmentor.java","3","98","The method 'run()' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"3","io.quarkus.deployment","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\QuarkusAugmentor.java","3","222","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"4","io.quarkus.deployment","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\QuarkusAugmentor.java","3","222","Too many fields","Design","TooManyFields"
"1","io.quarkus.deployment","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\SnapStartProcessor.java","3","52","The method 'generateClassListFromApplication(SnapStartConfig, Optional<SnapStartDefaultValueBuildItem>, BuildProducer<PreloadClassBuildItem>, TransformedClassesBuildItem, ApplicationArchivesBuildItem, List<GeneratedClassBuildItem>)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\SupplierMap.java","3","10","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.builditem","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\builditem\DevServicesRegistryBuildItem.java","3","1","A value of 22 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment.builditem","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\builditem\DevServicesRegistryBuildItem.java","3","35","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"3","io.quarkus.deployment.builditem","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\builditem\DevServicesRegistryBuildItem.java","3","174","The method 'reallyStart(DevServicesResultBuildItem, List<DevServicesCustomizerBuildItem>, List<DevServicesAdditionalConfigBuildItem>, Map<String, String>, Map<String, String>)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.builditem","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\builditem\DevServicesResultBuildItem.java","3","306","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.builditem.nativeimage","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\builditem\nativeimage\NativeImageResourcePatternsBuildItem.java","3","61","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.builditem.nativeimage","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\builditem\nativeimage\ReflectiveClassBuildItem.java","3","88","Avoid long parameter lists.","Design","ExcessiveParameterList"
"2","io.quarkus.deployment.builditem.nativeimage","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\builditem\nativeimage\ReflectiveClassBuildItem.java","3","96","Avoid long parameter lists.","Design","ExcessiveParameterList"
"3","io.quarkus.deployment.builditem.nativeimage","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\builditem\nativeimage\ReflectiveClassBuildItem.java","3","181","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.builditem.nativeimage","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\builditem\nativeimage\ReflectiveHierarchyBuildItem.java","3","232","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.configuration","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\configuration\BuildTimeConfigurationReader.java","3","1","A value of 23 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment.configuration","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\configuration\BuildTimeConfigurationReader.java","3","109","The constructor 'BuildTimeConfigurationReader(ClassLoader, List<Class<?>>)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"3","io.quarkus.deployment.configuration","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\configuration\BuildTimeConfigurationReader.java","3","224","The method 'run()' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"4","io.quarkus.deployment.configuration","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\configuration\BuildTimeConfigurationReader.java","3","359","The method 'getAllProperties(Set<String>)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.configuration","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\configuration\ConfigCompatibility.java","3","34","Possible God Class (WMC=62, ATFD=56, TCC=0.450%)","Design","GodClass"
"2","io.quarkus.deployment.configuration","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\configuration\ConfigCompatibility.java","3","34","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.configuration","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\configuration\ConfigMappingUtils.java","3","1","A value of 27 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"1","io.quarkus.deployment.configuration.matching","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\configuration\matching\ConfigPatternMap.java","3","15","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","io.quarkus.deployment.configuration.matching","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\configuration\matching\ConfigPatternMap.java","3","130","The method 'merge(ConfigPatternMap<T>, ConfigPatternMap<U>, BiFunction<T, U, R>)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.console","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\console\AeshConsole.java","3","31","Possible God Class (WMC=82, ATFD=30, TCC=20.949%)","Design","GodClass"
"2","io.quarkus.deployment.console","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\console\AeshConsole.java","3","31","The class 'AeshConsole' has a total cyclomatic complexity of 82 (highest 21).","Design","CyclomaticComplexity"
"3","io.quarkus.deployment.console","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\console\AeshConsole.java","3","31","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"4","io.quarkus.deployment.console","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\console\AeshConsole.java","3","392","The method 'write(boolean, String)' has a cyclomatic complexity of 21.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.console","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\console\ConsoleStateManager.java","3","39","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","io.quarkus.deployment.console","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\console\ConsoleStateManager.java","3","236","The method 'printHelp()' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.console","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\console\DelegateConnection.java","3","19","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\ClassComparisonUtil.java","3","24","The method 'isSameStructure(ClassInfo, ClassInfo)' has a cyclomatic complexity of 26.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\CompilationProvider.java","3","73","Avoid long parameter lists.","Design","ExcessiveParameterList"
"1","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\DevModeCommandLineBuilder.java","3","1","A value of 34 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\DevModeCommandLineBuilder.java","3","43","Possible God Class (WMC=119, ATFD=54, TCC=6.776%)","Design","GodClass"
"3","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\DevModeCommandLineBuilder.java","3","43","The class 'DevModeCommandLineBuilder' has a total cyclomatic complexity of 119 (highest 24).","Design","CyclomaticComplexity"
"4","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\DevModeCommandLineBuilder.java","3","43","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"5","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\DevModeCommandLineBuilder.java","3","43","Too many fields","Design","TooManyFields"
"6","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\DevModeCommandLineBuilder.java","3","510","The method 'configureDebugging()' has a cyclomatic complexity of 24.","Design","CyclomaticComplexity"
"7","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\DevModeCommandLineBuilder.java","3","600","The method 'addExtensionJvmOptions()' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\DevModeContext.java","3","29","Possible God Class (WMC=48, ATFD=24, TCC=2.313%)","Design","GodClass"
"2","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\DevModeContext.java","3","29","Too many fields","Design","TooManyFields"
"3","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\DevModeContext.java","3","343","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\DevModeMain.java","3","36","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\IDEDevModeMain.java","3","90","The method 'toModule(ResolvedDependency)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\IsolatedDevModeMain.java","3","1","A value of 32 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\IsolatedDevModeMain.java","3","319","The method 'close()' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\IsolatedDevModeMain.java","3","381","The method 'accept(CuratedApplication, Map<String, Object>)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\IsolatedRemoteDevModeMain.java","3","1","A value of 34 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"1","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\JavaCompilationProvider.java","3","51","The method 'compile(Set<File>, Context)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\QuarkusCompiler.java","3","1","A value of 22 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\QuarkusCompiler.java","3","49","The constructor 'QuarkusCompiler(CuratedApplication, List<CompilationProvider>, DevModeContext)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"3","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\QuarkusCompiler.java","3","114","The method 'parseClassPath(String, Set<File>, Deque<Path>, Set<String>)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\RuntimeUpdatesProcessor.java","3","1","A value of 74 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\RuntimeUpdatesProcessor.java","3","81","Possible God Class (WMC=285, ATFD=170, TCC=7.932%)","Design","GodClass"
"3","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\RuntimeUpdatesProcessor.java","3","81","The class 'RuntimeUpdatesProcessor' has a total cyclomatic complexity of 285 (highest 36).","Design","CyclomaticComplexity"
"4","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\RuntimeUpdatesProcessor.java","3","81","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"5","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\RuntimeUpdatesProcessor.java","3","230","The method 'startTestScanningTimer()' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"6","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\RuntimeUpdatesProcessor.java","3","462","The method 'doScan(boolean, boolean)' has a cyclomatic complexity of 36.","Design","CyclomaticComplexity"
"7","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\RuntimeUpdatesProcessor.java","3","670","The method 'syncState(Map<String, String>)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"8","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\RuntimeUpdatesProcessor.java","3","767","The method 'checkForChangedClasses(QuarkusCompiler, Function<ModuleInfo, CompilationUnit>, boolean, TimestampSet, boolean)' has a cyclomatic complexity of 34.","Design","CyclomaticComplexity"
"9","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\RuntimeUpdatesProcessor.java","3","951","The method 'checkForClassFilesChangesInModule(ModuleInfo, List<Path>, boolean, ClassScanResult, Function<ModuleInfo, CompilationUnit>, TimestampSet)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"10","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\RuntimeUpdatesProcessor.java","3","1080","The method 'checkForFileChange(Function<ModuleInfo, CompilationUnit>, TimestampSet)' has a cyclomatic complexity of 32.","Design","CyclomaticComplexity"
"11","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\RuntimeUpdatesProcessor.java","3","1309","The method 'setWatchedFilePathsInternal(Map<String, Boolean>, TimestampSet, Function<ModuleInfo, List<CompilationUnit>>, List<Entry<Predicate<String>, Boolean>>)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.dev.devservices","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\devservices\ComposeDevServicesBuildTimeConfig.java","3","13","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.dev.filesystem","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\filesystem\ReloadableFileManager.java","3","31","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.dev.filesystem.watch","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\filesystem\watch\WatchServiceFileSystemWatcher.java","3","1","A value of 22 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment.dev.filesystem.watch","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\filesystem\watch\WatchServiceFileSystemWatcher.java","3","67","The method 'run()' has a cyclomatic complexity of 26.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\HtmlAnsiProcessor.java","3","10","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\JunitTestRunner.java","3","1","A value of 67 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\JunitTestRunner.java","3","86","Possible God Class (WMC=127, ATFD=169, TCC=21.212%)","Design","GodClass"
"3","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\JunitTestRunner.java","3","86","The class 'JunitTestRunner' has a total cyclomatic complexity of 127 (highest 66).","Design","CyclomaticComplexity"
"4","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\JunitTestRunner.java","3","154","The method 'prepare()' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"5","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\JunitTestRunner.java","3","312","The method 'executionFinished(TestIdentifier, TestExecutionResult)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"6","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\JunitTestRunner.java","3","570","The method 'discoverTestClasses()' has a cyclomatic complexity of 66.","Design","CyclomaticComplexity"
"7","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\JunitTestRunner.java","3","977","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"8","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\JunitTestRunner.java","3","1122","The constructor 'MavenSpecificSelectionFilter(String)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\LogCapturingOutputFilter.java","3","46","The method 'test(String, Boolean)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\TestClassUsages.java","3","69","The method 'apply(TestDescriptor)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\TestConfig.java","3","22","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\TestConsoleHandler.java","3","32","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\TestConsoleHandler.java","3","171","The method 'runComplete(TestRunResults)' has a cyclomatic complexity of 22.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\TestSupport.java","3","1","A value of 40 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\TestSupport.java","3","47","Possible God Class (WMC=151, ATFD=88, TCC=10.885%)","Design","GodClass"
"3","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\TestSupport.java","3","47","The class 'TestSupport' has a total cyclomatic complexity of 151 (highest 24).","Design","CyclomaticComplexity"
"4","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\TestSupport.java","3","47","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"5","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\TestSupport.java","3","47","Too many fields","Design","TooManyFields"
"6","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\TestSupport.java","3","158","The method 'init()' has a cyclomatic complexity of 24.","Design","CyclomaticComplexity"
"7","io.quarkus.deployment.dev.testing","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\dev\testing\TestSupport.java","3","370","The method 'runTests(ClassScanResult, boolean, boolean)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
