"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"9","io.quarkus.deployment.recording","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\recording\BytecodeRecorderImpl.java","3","1014","The method 'handleCollectionsObjects(Object, Map<Object, DeferredParameter>, boolean)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"10","io.quarkus.deployment.recording","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\recording\BytecodeRecorderImpl.java","3","1146","The method 'loadComplexObject(Object, Map<Object, DeferredParameter>, Class<?>, boolean)' has a cyclomatic complexity of 80.","Design","CyclomaticComplexity"
"11","io.quarkus.deployment.recording","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\recording\BytecodeRecorderImpl.java","3","1548","The method 'createValue(MethodContext, MethodCreator, ResultHandle)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"12","io.quarkus.deployment.recording","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\recording\BytecodeRecorderImpl.java","3","1693","The method 'invoke(Object, Method, Object[])' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"13","io.quarkus.deployment.recording","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\recording\BytecodeRecorderImpl.java","3","1790","The method 'preWrite(Map<Object, DeferredParameter>)' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"14","io.quarkus.deployment.recording","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\recording\BytecodeRecorderImpl.java","3","1929","The method 'doLoad(MethodContext, MethodCreator, ResultHandle)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"15","io.quarkus.deployment.recording","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\recording\BytecodeRecorderImpl.java","3","1980","The method 'arrayValue(AnnotationValue, BytecodeCreator, MethodInfo, ClassInfo)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.recording","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\recording\PropertyUtils.java","3","23","The method 'apply(Class<?>)' has a cyclomatic complexity of 24.","Design","CyclomaticComplexity"
"2","io.quarkus.deployment.recording","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\recording\PropertyUtils.java","3","87","The method 'selectBestSetter(Method, List<Method>)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\CapabilityAggregationStep.java","3","46","The method 'provideCapabilities(BuildProducer<CapabilityBuildItem>, BuildProducer<CapabilitiesConfiguredInDescriptorsBuildItem>, CurateOutcomeBuildItem, BooleanSupplierFactoryBuildItem)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"2","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\CapabilityAggregationStep.java","3","94","The method 'aggregateCapabilities(List<CapabilityBuildItem>, CapabilitiesConfiguredInDescriptorsBuildItem, CurateOutcomeBuildItem)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\ClassTransformingBuildStep.java","3","1","A value of 45 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\ClassTransformingBuildStep.java","3","83","The method 'handleClassTransformation(List<BytecodeTransformerBuildItem>, ApplicationArchivesBuildItem, LiveReloadBuildItem, LaunchModeBuildItem, ClassLoadingConfig, CurateOutcomeBuildItem, List<RemovedResourceBuildItem>, ArchiveRootBuildItem, LaunchModeBuildItem, PackageConfig, ExecutorService, CuratedApplicationShutdownBuildItem)' has a cyclomatic complexity of 19.","Design","CyclomaticComplexity"
"3","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\ClassTransformingBuildStep.java","3","83","Avoid long parameter lists.","Design","ExcessiveParameterList"
"1","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\ConfigDescriptionBuildStep.java","3","82","The method 'getTypeName(Class<?>, Type)' has a cyclomatic complexity of 22.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\ConfigGenerationBuildStep.java","3","1","A value of 65 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\ConfigGenerationBuildStep.java","3","120","Possible God Class (WMC=84, ATFD=130, TCC=0.362%)","Design","GodClass"
"3","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\ConfigGenerationBuildStep.java","3","120","The class 'ConfigGenerationBuildStep' has a total cyclomatic complexity of 84 (highest 18).","Design","CyclomaticComplexity"
"4","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\ConfigGenerationBuildStep.java","3","120","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"5","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\ConfigGenerationBuildStep.java","3","746","The method 'generateConfigBuilder(BuildProducer<GeneratedClassBuildItem>, BuildProducer<ReflectiveClassBuildItem>, String, CombinedIndexBuildItem, Map<Object, FieldDescriptor>, Map<String, String>, Map<String, String>, Set<String>, Set<String>, Set<String>, Set<String>, Set<String>, Set<String>, Set<String>, Set<String>, Set<ConfigClass>, Set<ConfigClass>, Set<ConfigClass>, Set<String>, Set<String>, Set<String>)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"6","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\ConfigGenerationBuildStep.java","3","746","Avoid long parameter lists.","Design","ExcessiveParameterList"
"1","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\MainClassBuildStep.java","3","1","A value of 61 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\MainClassBuildStep.java","3","98","Possible God Class (WMC=54, ATFD=78, TCC=14.286%)","Design","GodClass"
"3","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\MainClassBuildStep.java","3","132","The method 'build(List<StaticBytecodeRecorderBuildItem>, List<ObjectSubstitutionBuildItem>, List<ValueRegistryRuntimeInfoProviderBuildItem>, List<MainBytecodeRecorderBuildItem>, List<SystemPropertyBuildItem>, List<GeneratedRuntimeSystemPropertyBuildItem>, List<JavaLibraryPathAdditionalPathBuildItem>, List<FeatureBuildItem>, BuildProducer<ApplicationClassNameBuildItem>, List<BytecodeRecorderObjectLoaderBuildItem>, List<BytecodeRecorderConstantDefinitionBuildItem>, List<RecordableConstructorBuildItem>, BuildProducer<GeneratedClassBuildItem>, LaunchModeBuildItem, LiveReloadBuildItem, ApplicationInfoBuildItem, List<AllowJNDIBuildItem>, Optional<PreInitBuildItem>, NamingConfig)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"4","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\MainClassBuildStep.java","3","132","Avoid long parameter lists.","Design","ExcessiveParameterList"
"5","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\MainClassBuildStep.java","3","402","The method 'mainClassBuildStep(BuildProducer<GeneratedClassBuildItem>, BuildProducer<BytecodeTransformerBuildItem>, CombinedIndexBuildItem, Optional<QuarkusApplicationClassBuildItem>, PackageConfig)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"6","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\MainClassBuildStep.java","3","524","The method 'writeRecordedBytecode(BytecodeRecorderImpl, String, List<ObjectSubstitutionBuildItem>, List<RecordableConstructorBuildItem>, List<BytecodeRecorderObjectLoaderBuildItem>, List<BytecodeRecorderConstantDefinitionBuildItem>, GeneratedClassGizmoAdaptor, ResultHandle, BytecodeCreator)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"7","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\MainClassBuildStep.java","3","598","The method 'doApply(String, ClassVisitor, ClassTransformer, ClassInfo)' has a cyclomatic complexity of 18.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\NativeImageConfigBuildStep.java","3","32","Avoid long parameter lists.","Design","ExcessiveParameterList"
"1","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\NativeImageJNIConfigStep.java","3","26","The method 'generateJniConfig(BuildProducer<GeneratedResourceBuildItem>, List<JniRuntimeAccessBuildItem>, List<JniRuntimeAccessFieldBuildItem>, List<JniRuntimeAccessMethodBuildItem>)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\NativeImageReflectConfigStep.java","3","1","A value of 22 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\NativeImageReflectConfigStep.java","3","27","Possible God Class (WMC=58, ATFD=86, TCC=0.000%)","Design","GodClass"
"3","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\NativeImageReflectConfigStep.java","3","30","The method 'generateReflectConfig(BuildProducer<GeneratedResourceBuildItem>, NativeConfig, List<ReflectiveMethodBuildItem>, List<ReflectiveFieldBuildItem>, List<ReflectiveClassBuildItem>, List<ForceNonWeakReflectiveClassBuildItem>, List<ServiceProviderBuildItem>, List<ReflectiveClassConditionBuildItem>)' has a cyclomatic complexity of 30.","Design","CyclomaticComplexity"
"4","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\NativeImageReflectConfigStep.java","3","192","The method 'addReflectiveClass(Map<String, ReflectionInfo>, Set<String>, ReflectiveClassBuildItem)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\ReflectiveHierarchyStep.java","3","43","Possible God Class (WMC=55, ATFD=24, TCC=0.000%)","Design","GodClass"
"2","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\ReflectiveHierarchyStep.java","3","198","The method 'addClassTypeHierarchy(NativeConfig, CombinedIndexBuildItem, Capabilities, ReflectiveHierarchyBuildItem, String, DotName, DotName, Set<DotName>, Map<DotName, Set<String>>, BuildProducer<ReflectiveClassBuildItem>, Deque<ReflectiveHierarchyVisitor>)' has a cyclomatic complexity of 21.","Design","CyclomaticComplexity"
"3","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\ReflectiveHierarchyStep.java","3","198","Avoid long parameter lists.","Design","ExcessiveParameterList"
"1","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\RegisterForReflectionBuildStep.java","3","26","The method 'build(CombinedIndexBuildItem, Capabilities, BuildProducer<ReflectiveClassBuildItem>, BuildProducer<ReflectiveHierarchyBuildItem>, BuildProducer<LambdaCapturingTypeBuildItem>)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"2","io.quarkus.deployment.steps","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\steps\RegisterForReflectionBuildStep.java","3","86","Avoid long parameter lists.","Design","ExcessiveParameterList"
"1","io.quarkus.deployment.types","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\types\TypeParser.java","3","34","Possible God Class (WMC=61, ATFD=7, TCC=3.297%)","Design","GodClass"
"2","io.quarkus.deployment.types","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\types\TypeParser.java","3","34","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"3","io.quarkus.deployment.types","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\types\TypeParser.java","3","143","The method 'parsePrimitiveType(String)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"4","io.quarkus.deployment.types","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\types\TypeParser.java","3","186","The method 'peekToken()' has a cyclomatic complexity of 14.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\ArtifactInfoUtil.java","3","33","The method 'groupIdAndArtifactId(Class<?>, CurateOutcomeBuildItem)' has a cyclomatic complexity of 25.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\AsmUtil.java","3","30","The class 'AsmUtil' has a total cyclomatic complexity of 116 (highest 21).","Design","CyclomaticComplexity"
"2","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\AsmUtil.java","3","30","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"3","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\AsmUtil.java","3","100","The method 'getReturnInstruction(String)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"4","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\AsmUtil.java","3","129","The method 'getReturnInstruction(Type)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"5","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\AsmUtil.java","3","161","The method 'visitLdc(MethodVisitor, Type)' has a cyclomatic complexity of 21.","Design","CyclomaticComplexity"
"6","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\AsmUtil.java","3","228","The method 'boxIfRequired(MethodVisitor, Type)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"7","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\AsmUtil.java","3","269","The method 'getLoadOpcode(Type)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"8","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\AsmUtil.java","3","297","The method 'unboxIfRequired(MethodVisitor, Type)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"9","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\AsmUtil.java","3","336","The method 'unboxIfRequired(MethodVisitor, Type)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"10","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\AsmUtil.java","3","378","The method 'getParameterTypes(String)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\CommandLineUtil.java","3","24","The method 'translateCommandline(String)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\ContainerRuntimeUtil.java","3","18","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\ContainerRuntimeUtil.java","3","94","The method 'getContainerRuntimeEnvironment(List<ContainerRuntime>)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\ExecUtil.java","3","22","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\FSWatchUtil.java","3","45","The method 'doObserve(Collection<Watcher>, long)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\JandexUtil.java","3","30","Possible God Class (WMC=70, ATFD=8, TCC=4.545%)","Design","GodClass"
"2","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\JandexUtil.java","3","116","The method 'findParametersRecursively(Type, DotName, Set<DotName>, IndexView, Set<DotName>)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"3","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\JandexUtil.java","3","173","The method 'mapTypeArguments(Type, List<Type>, IndexView)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\ReflectUtil.java","3","21","Possible God Class (WMC=51, ATFD=33, TCC=0.000%)","Design","GodClass"
"2","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\ReflectUtil.java","3","21","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"3","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\ReflectUtil.java","3","119","The method 'newInstance(Class<T>)' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\deployment\util\UriNormalizationUtil.java","3","32","The method 'toURI(String, boolean)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","io.quarkus.runner.bootstrap","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\runner\bootstrap\AugmentActionImpl.java","3","1","A value of 38 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.runner.bootstrap","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\runner\bootstrap\AugmentActionImpl.java","3","66","Possible God Class (WMC=67, ATFD=80, TCC=20.000%)","Design","GodClass"
"3","io.quarkus.runner.bootstrap","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\runner\bootstrap\AugmentActionImpl.java","3","66","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"4","io.quarkus.runner.bootstrap","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\runner\bootstrap\AugmentActionImpl.java","3","251","The method 'writeArtifactResultMetadataFile(BuildSystemTargetBuildItem, List<ArtifactResultBuildItem>)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"5","io.quarkus.runner.bootstrap","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\runner\bootstrap\AugmentActionImpl.java","3","368","The method 'runAugment(boolean, Set<String>, ClassChangeInformation, ClassLoader, Class<? extends BuildItem>[])' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","io.quarkus.runner.bootstrap","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\runner\bootstrap\StartupActionImpl.java","3","1","A value of 36 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.runner.bootstrap","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\runner\bootstrap\StartupActionImpl.java","3","62","Possible God Class (WMC=69, ATFD=73, TCC=25.000%)","Design","GodClass"
"3","io.quarkus.runner.bootstrap","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\runner\bootstrap\StartupActionImpl.java","3","62","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"4","io.quarkus.runner.bootstrap","..\dataset\projects\quarkus\core\deployment\src\main\java\io\quarkus\runner\bootstrap\StartupActionImpl.java","3","504","The method 'extractGeneratedResources(BuildResult, boolean)' has a cyclomatic complexity of 15.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.dev","..\dataset\projects\quarkus\core\deployment\src\test\java\io\quarkus\deployment\dev\FileSystemWatcherTestCase.java","3","126","The method 'checkResult(Path, Type)' has a cyclomatic complexity of 12.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.pkg","..\dataset\projects\quarkus\core\deployment\src\test\java\io\quarkus\deployment\pkg\TestNativeConfig.java","3","9","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.pkg.steps","..\dataset\projects\quarkus\core\deployment\src\test\java\io\quarkus\deployment\pkg\steps\ClassLoadingChainAnalyzerTest.java","3","41","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.pkg.steps","..\dataset\projects\quarkus\core\deployment\src\test\java\io\quarkus\deployment\pkg\steps\GraalVMTest.java","3","21","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.recording","..\dataset\projects\quarkus\core\deployment\src\test\java\io\quarkus\deployment\recording\BytecodeRecorderTestCase.java","3","1","A value of 25 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment.recording","..\dataset\projects\quarkus\core\deployment\src\test\java\io\quarkus\deployment\recording\BytecodeRecorderTestCase.java","3","36","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.recording","..\dataset\projects\quarkus\core\deployment\src\test\java\io\quarkus\deployment\recording\TestRecorder.java","3","12","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.runnerjar","..\dataset\projects\quarkus\core\deployment\src\test\java\io\quarkus\deployment\runnerjar\BootstrapFromOriginalJarTestBase.java","3","65","The method 'initBootstrapBuilder()' has a cyclomatic complexity of 28.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.runnerjar","..\dataset\projects\quarkus\core\deployment\src\test\java\io\quarkus\deployment\runnerjar\PackageAppTestBase.java","3","1","A value of 23 may denote a high amount of coupling within the class (threshold: 20)","Design","CouplingBetweenObjects"
"2","io.quarkus.deployment.runnerjar","..\dataset\projects\quarkus\core\deployment\src\test\java\io\quarkus\deployment\runnerjar\PackageAppTestBase.java","3","42","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.deployment.runnerjar","..\dataset\projects\quarkus\core\deployment\src\test\java\io\quarkus\deployment\runnerjar\SbomContributionTestBase.java","3","24","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"2","io.quarkus.deployment.runnerjar","..\dataset\projects\quarkus\core\deployment\src\test\java\io\quarkus\deployment\runnerjar\SbomContributionTestBase.java","3","128","The method 'assertBuildResult(BuildResult)' has a cyclomatic complexity of 10.","Design","CyclomaticComplexity"
"1","io.quarkus.deployment.util","..\dataset\projects\quarkus\core\deployment\src\test\java\io\quarkus\deployment\util\JandexUtilTest.java","3","21","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.dev.console","..\dataset\projects\quarkus\core\devmode-spi\src\main\java\io\quarkus\dev\console\QuarkusConsole.java","3","14","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.dev.console","..\dataset\projects\quarkus\core\devmode-spi\src\main\java\io\quarkus\dev\console\RedirectPrintStream.java","3","8","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.dev.testing","..\dataset\projects\quarkus\core\devmode-spi\src\main\java\io\quarkus\dev\testing\ContinuousTestingSharedStateManager.java","3","123","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.launcher","..\dataset\projects\quarkus\core\launcher\src\main\java\io\quarkus\launcher\JBangIntegration.java","3","23","The method 'postBuild(Path, Path, List<Entry<String, String>>, List<Entry<String, Path>>, List<String>, boolean)' has a cyclomatic complexity of 11.","Design","CyclomaticComplexity"
"1","io.quarkus.launcher","..\dataset\projects\quarkus\core\launcher\src\main\java\io\quarkus\launcher\LauncherShader.java","3","17","The method 'main(String[])' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","io.quarkus.annotation.processor.documentation.config","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\ConfigDocExtensionProcessor.java","3","69","The method 'finalizeProcessing()' has a cyclomatic complexity of 13.","Design","CyclomaticComplexity"
"1","io.quarkus.annotation.processor.documentation.config.discovery","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\discovery\DiscoveryConfigProperty.java","3","26","Avoid long parameter lists.","Design","ExcessiveParameterList"
"2","io.quarkus.annotation.processor.documentation.config.discovery","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\discovery\DiscoveryConfigProperty.java","3","150","This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"1","io.quarkus.annotation.processor.documentation.config.formatter","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\formatter\JavadocToAsciidocTransformer.java","3","20","Possible God Class (WMC=129, ATFD=32, TCC=4.444%)","Design","GodClass"
"2","io.quarkus.annotation.processor.documentation.config.formatter","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\formatter\JavadocToAsciidocTransformer.java","3","20","The class 'JavadocToAsciidocTransformer' has a total cyclomatic complexity of 129 (highest 45).","Design","CyclomaticComplexity"
"3","io.quarkus.annotation.processor.documentation.config.formatter","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\formatter\JavadocToAsciidocTransformer.java","3","86","The method 'toAsciidoc(String, JavadocFormat, boolean)' has a cyclomatic complexity of 17.","Design","CyclomaticComplexity"
"4","io.quarkus.annotation.processor.documentation.config.formatter","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\formatter\JavadocToAsciidocTransformer.java","3","158","The method 'htmlToAsciidoc(StringBuilder, Node, boolean, Context)' has a cyclomatic complexity of 45.","Design","CyclomaticComplexity"
"5","io.quarkus.annotation.processor.documentation.config.formatter","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\formatter\JavadocToAsciidocTransformer.java","3","373","The method 'trim(StringBuilder)' has a cyclomatic complexity of 16.","Design","CyclomaticComplexity"
"6","io.quarkus.annotation.processor.documentation.config.formatter","..\dataset\projects\quarkus\core\processor\src\main\java\io\quarkus\annotation\processor\documentation\config\formatter\JavadocToAsciidocTransformer.java","3","450","The method 'unescapeHtmlEntities(StringBuilder, String)' has a cyclomatic complexity of 20.","Design","CyclomaticComplexity"
